,date,id,owner_id,from_id,text,comments,likes,reposts,views
83,2022-08-11 11:45:00,2656800,-47688450,-47688450,"Чат-бот начал принимать звонки в службе 122 Якутии 

За день бот обслужил порядка 10% вызовов.
 
В службе 122 Якутии заработал чат-бот, который наравне со специалистами call-центра принимает звонки от людей. По словам заместителя министра здравоохранения Якутии Надежды Федоровой, бот в прошлую пятницу обслужил порядка 10% вызовов, поступивших за тот день. 

«Максимальная нагрузка, которую мы ожидаем от чат-бота, — до тысячи вызовов в день. Как раз мы эту службу проверяли в феврале, когда у нас был значительный рост обращений в связи с омикроном», — сказала Надежда Федорова во время выступления на полях стратегической сессии «Цифровая прокачка региона». 
 
Служба 122 — это единый контакт-центр здравоохранения республики, работает в Якутии с ноября 2020 года и обеспечивает маршрутизацию звонков в медучреждения, службы скорой помощи, а также консультирует граждан по вопросам COVID-19. 
 
Источник: ysia.ru",3,4,0,4891.0
89,2022-08-11 11:42:04,388438,-42607865,-42607865,"🦠🧐Коронавирус, убивший более 6 млн. человек, был выпущен в мир из американских лабораторий? Смутные слухи, ходившие с начала распространения инфекции, получили очередные подтверждения. Министерство обороны РФ заявило, что появились новые основания подозревать США в распространении смертельной болезни. 

🔥Роман Рудь ""Кто создал и выпустил зверя"" 👇

Начальник войск радиационной, химической и биологической защиты генерал-лейтенант Игорь Кириллов официально сообщил следующее:

«Мы рассматриваем возможность того, что к возникновению нового коронавируса причастно Агентство США по международному развитию (USAID). С 2009 года агентством финансировалась программа «Предикт», в рамках которой изучались новые виды коронавирусов, проводился отлов летучих мышей, являющихся переносчиками. Одним из подрядчиков проекта являлась компания «Метабиота», известная военно-биологической деятельностью на территории Украины. Реализация сценария развития COVID-19 и экстренное сворачивание USAID в 2019 году программы «Предикт» позволяют предположить преднамеренный характер пандемии и причастность США к ее возникновению».

Кириллов также отметил, что в октябре 2019 года, когда о пандемии еще не говорили, на базе американского института им. Хопкинса прошли учения «Ивент-201». Отрабатывались действия в условиях эпидемии ранее неизвестного коронавируса. Согласно легенде учений вирус передался человеку от летучих мышей через свиней. Такое же распространение когда-то получил вирус испанского гриппа, который унес десятки миллионов жизней.

По словам генерал-лейтенанта, создается впечатление, что пандемия искусственно подпитывается посредством «вброса» новых вариантов вируса в том или ином регионе. Прослеживается четкая тенденция: возбудители инфекционных болезней, попадающие в зону интересов Пентагона, в дальнейшем получают пандемическое распространение. При этом выгоду получают американские фармкомпании и лидеры Демократической партии США.

Стоит обратить внимание и на следующие обстоятельства. Время и место распространения опасной инфекции были как будто специально подобраны: многомиллионный город — всекитайский транспортный узел; канун Восточного Нового года (что привело к активному распространению инфекции) и важнейшего политического события страны — Всекитайского собрания народных представителей (в итоге его пришлось перенести на неопределенное время); промозглая погода (способствующая быстрому переходу к тяжелым фазам инфекционной пневмонии), благоприятная для жизнедеятельности коронавируса.

Немаловажно, что на втором месте по количеству зараженных и умерших от коронавируса в мире находится Италия, а следом идут Респуб­лика Корея, Испания, Франция и Германия — страны, на территории которых есть большие группы американских военнослужащих и объекты инфраструктуры Пентагона.

Любопытно, что США никак не отвечают на сыплющиеся на них обвинения и подозрения. И сейчас, пока они хранят надменное молчание, миру приходится проводить расследования силами своих ученых, опираясь, к сожалению, лишь на косвенные признаки. Но, как при любом громком злодействе, правда рано или поздно выйдет на свет. А следом за преступлением последует и наказание.

❗️Следы ведут за океан
О возможной причастности США к возникновению нового коронавируса говорят не первый год. Первыми забили тревогу китайские ученые. Результаты проведенного ими анализа показали, что с высокой долей вероятности COVID-19 начал распространяться в США в сентябре 2019 года. А первые случаи COVID-19 официально были зарегистрированы в Китае только в конце 2019 года. По итогам исследования Пекин обратился к Всемирной организации здравоохранения (ВОЗ) с просьбой проверить американские лаборатории на предмет истоков коронавируса. В ответ получили рекомендацию… не изучать гипотезу об утечке SARS-CoV-2 из лаборатории.

Однако год назад китайскую версию поддержали и российские ученые. Например, микробиолог, военный эксперт, бывший член комиссии ООН по биологическому оружию Игорь Никулин согласился: коронавирус могли искусственно создать американцы. Специалист предположил, что в лабораторию в китайском городе Ухань вирус был подброшен. Тогда он сказал:

«Американцы не хотят признавать, что вирус SARS-CoV-2 — это их разработка. Именно ее они, возможно, планировали использовать в качестве биологического оружия. Но факты — упрямая вещь. Никакого природного резервуара для вируса нет. А статья 2015 года в научном журнале Nature medicine есть, и в ней подробно описывается, как его создавали».

В статье говорилось о создании вируса из человеческого вируса SARS, вызывающего атипичную пневмонию, и коронавируса китайской летучей мыши. Никулин считает, что в 2014 году испытания перенесли в Китай и Швейцарию. Он напомнил, что первые вспышки эпидемии произошли в городе Ухань, на границах Швейцарии с Францией и Швейцарии с Италией.

После недавнего заявления Минобороны РФ эксперт подтвердил свои прежние выводы:

«Вирус искусственный, никакого природного очага нет. Усилия тысяч научных сотрудников по всему миру это доказали. Вирус гибридный, собранный из двух частей: человеческого вируса SARS и коронавируса китайской летучей мыши. Программа финансировалась Пентагоном, американцы потратили на нее более 100 млн долларов, поэтому говорить о том, что это что-то несущественное, не приходится».

Он также обратил внимание на то, что именно в США в ходе многочисленных опытов и экспериментов изменили путь проникновения вируса в клетку, чего в природе никогда не было.

«Поэтому все следы ведут за океан», — заключил Никулин.

❗️Правда выйдет на свет
Что вирус создан в США, пишут многие мировые ученые и международные эксперты. Кроме свежих открытий, связанных с программой «Предикт», они предлагают взглянуть на следующие признаки вероятной причастности США к созданию и распространению смертельного вируса.

🔺1968 год

В сенат США поступает запрос Пентагона на разработку биологического оружия, при этом некий доктор Дональд Марк Артур обещает сенаторам в течение 5 — 10 лет создать «новый микроорганизм, который убьет иммунную систему».

🔺1974 год

Принимается секретный меморандум национальной безопасности США, рассекреченный в 1989 году, в котором утверждается, что «сокращение численности населения должно стать высшим приоритетом американской политики по отношению к странам третьего мира».

🔺2001 год

США в одностороннем порядке срывают переговорный процесс с целью разработки международного юридически обязывающего документа — протокола к Конвенции о биологическом оружии.

🔺2020 год

Ученые обнаруживают в коронавирусе «участки белков, сходные с участками белков вируса иммунодефицита человека». Они могли быть привнесены искусственным путем.

МНЕНИЕ СМИ

Из китайского издания Global Times

15 марта 2020 года на ресурсе Белого дома была размещена петиция, которая почему-то очень быстро исчезла. В ней были опубликованы требования к американским властям сообщить о секретной лаборатории Пентагона, в которой проводятся исследования инфекционных заболеваний.

Речь идет об армейском научно-исследовательском институте имени Уолтера Рида, находящемся на военном объекте Форт-Детрик в штате Мэриленд. У этой лаборатории есть неофициальное название — американская «Кухня дьявола». Именно в Форт-Детрик американцы во время Второй Мировой войны производили бактериологическое оружие. По мнению издания, США до сих пор производят его и именно в Форт-Детрик был создан коронавирус COVID-19.",7,24,7,922.0
96,2022-08-11 11:40:00,815785,-28352059,-28352059,"В Самарской области пока не собираются возобновлять коронавирусные ограничения 
 
В Самарской области к концу лета 2022 года вновь начала расти заболеваемость коронавирусом. Ежедневно в регионе выявляют по 200-300 зараженных. Однако о возобновлении ковид-ограничений речь пока не идет. Роспотребнадзор не считает сейчас необходимым вводить очередные запреты. Информация об этом прозвучала 10 августа на заседании оперативного штаба. 
 
Хотя коронавирусные ограничения в Самарской области пока не спешат возвращать, некоторые рекомендации специалисты все же дали. Представители Роспотребнадзора советуют жителям региона носить маски в местах, где скапливается большое количество людей. 
 
По данным оперштаба, 10 августа 2022 года в Самарской области выявили 359 случаев заражения COVID-19. Общая заболеваемость достигла 390 969. За сутки в больницы госпитализировали 50 пациентов. Еще 169 человек закончили лечение (всего - 380 373). Умерли двое больных. Всего с начала пандемии в регионе скончались 7 939 человек.",10,12,4,5392.0
107,2022-08-11 11:36:00,609111,-37207068,-37207068,"Ηoвaя рoccийcкaя вaкцинa cпocoбнa oбecпeчить длитeльную зaщиту прoтив гриппa и COVID-19

Β Инcтитутe, зaнимaющeмcя экcпeримeнтaльнoй мeдицинoй, coвмecтнo c кoмпaниeй Biосаd coздaли нaзaльную вaкцину, cпocoбную длитeльнo зaщитить oт зaбoлeвaния кoрoнaвируcoм и гриппoм. 
 
Πрeпaрaт вызывaeт aктивaцию и aнтитeл, и иммунных клeтoк. Учeныe прeдпoлaгaют эффeктивнocть вaкцины к рaзличным штaммaм вируcoв. 
 
Πрoизвoдcтвo вaкцины нaмeчaют в видe cпрeeв. Онa рaзрaбoтaнa нa ocнoвe рeкoмбинaнтнoгo вируca гриппa c внeceнными в нeгo тeми учacткaми бeлкa кoрoнaвируca, кoтoрыe умeют рacпoзнaвaтьcя чeлoвeчecкими Т-клeткaми. 
 
Β прoвeркe бeзoпacнocти лeкпрeпaрaтa учacтвoвaли лaбoрaтoрныe мыши. Рaзрaбoтчики cумeли дoкaзaть, чтo нaхoдящиecя в cocтaвe прeпaрaтa вируcы нe cмoгут рaзвивaтьcя в нижнeй oблacти дыхaтeльных путeй, пoэтoму бoлeзнь нe нacтупит. И eщё: пocлe ввoдa вaкцины увeличилocь кoличecтвo aнтитeл c Т-лимфoцитaми. 
А Βы будeтe вaкцинирoвaтьcя
© Свеmский жypнал",21,65,13,21498.0
113,2022-08-11 11:33:26,3885733,-173277106,-173277106,"Ученые обнаружили в России новый штамм COVID-19 «русский дельтакрон»

Россия обзавелась «своим» вариантом ковида. Ученые обнаружили в РФ новый штамм коронавируса, который представляет собой гибрид вариантов «омикрон» и «дельта». Опасность «российского дельтакрона» еще предстоит изучить. Об этом сообщил ученый-генетик из США Дмитрий Прусс.

Он отметил, что вирусы, которые сочетают в себе фрагменты геномов «омикрона» и «дельты», являются большой редкостью, потому что штамм «дельта» почти исчез. Примечательно, что этот вид коронавируса не выявлен ни в какой-либо другой стране. Вероятнее всего, его родина — Россия, сказал Прусс.",285,104,180,68812.0
120,2022-08-11 11:30:01,308217,-134162128,-134162128,"Главные новости к утру 11 августа

В России

🔷 В Санкт-Петербурге ученые выявили новый штамм COVID-19 — «русский дельтакрон». Гибрид «омикрона» и «дельты» пока не был замечен в других странах

🔷 Все страны-участницы проекта МКС, включая Россию, готовы продолжать работы на орбите после 2024 года

🔷 «Коммерсантъ»: «Яндекс» обдумывает возможность перенести разработку беспилотников за границу

В мире

🔷 Лидер КНДР Ким Чен Ын объявил о победе над COVID-19. Его сестра Ким Ё Чжон пригрозила уничтожить власти Южной Кореи за попытки распространить коронавирус в ее стране

🔷 В самопровозглашенной ДНР сообщили, что при обстреле Донецкого пивзавода один человек погиб, двое пострадали

🔷 Президент США Джозеф Байден после того, как переболел COVID-19, улетел с семьей в недельный отпуск на остров Киава. Регион славится частными пляжами и гольф-полями

🔷 Куба может начать принимать российские карты «Мир» до конца 2022 года. Также Куба обсуждает с Россией вопрос прямого авиасообщения, сообщил кубинский посол Хулио Антонио Гармендия Пенья",5,11,2,7492.0
121,2022-08-11 11:30:00,2656798,-47688450,-47688450,"Минимущество Якутии ограничило личный приём граждан из-за COVID 

Министерство имущественных и земельных отношений Якутии ограничило личный приём граждан и представителей организаций в связи с ограничительными мерами, сообщает пресс-служба министерства. 
 
9 августа вышел приказ Минимущества РС(Я) «О мерах, направленных на предупреждение возникновения нераспространения коронавирусной инфекции (COVID-19)». 
 
В соответствии с данным Приказом временно, до особого распоряжения, ограничивается личный прием граждан и представителей организаций. Гражданам рекомендуется направлять свои обращения на портал «Наша Якутия» через официальный сайт Министерства. Организациям рекомендовано направлять свои письма через электронную почту по адресу: mizo@sakha.gov.ru.

Источник: 1sn.ru
Фото из открытых источников",3,5,0,4670.0
122,2022-08-11 11:30:00,3529278,-152992737,-152992737,"КНДР объявила о победе над ковидом, а «Реал» выиграл Суперкубок UEFA. Главное к утру – 11 августа.

📌 ВСУ обстреляли пивоваренный завод в Донецкой области. В результате произошла утечка аммиака, но ее удалось остановить. На заводе находились 32 человека, по предварительным данным, один погиб, еще двое пострадали.

📌 В России выявили новый гибрид штаммов COVID-19 «омикрон» и «дельта», пишет РБК. Его обнаружили при последних загрузках геномных данных из Санкт-Петербурга. Пока неизвестно, сможет ли новый штамм вытеснить предыдущие и насколько сильны последствия заражения им.

📌 Ночью в Долгопрудном на территории воинской части произошел пожар. Площадь возгорания достигла 1,2 тыс. кв. м. К пяти утра огонь ликвидировали, погибших и пострадавших нет.

📌 Карты «Мир» могут заработать на Кубе к концу 2022 года. Сейчас ими уже можно расплатиться в Турции, Вьетнаме, Армении, Узбекистане, Белоруссии, Казахстане, Киргизии, Таджикистане, Южной Осетии и Абхазии. 

📌 Ким Чен Ын торжественно объявил, что КНДР победила коронавирус. Сестра северокорейского лидера заявила, что страна уничтожит власти Южной Кореи, если они будут провоцировать проникновение коронавируса в Северную Корею.

📌 «Реал Мадрид» в пятый раз выиграл Суперкубок UEFA. В матче с «Айнтрахтом» он победил со счетом 2:0.",25,189,9,77817.0
126,2022-08-11 11:29:24,21515,-152983036,-152983036,"Заболеваемость коронавирусом в регионе увеличилась почти в два раза

Если за весь июль было зарегистрировано 770 случаев COVID-19, то только за первые десять дней августа - 742. В возрастной структуре заболевших лидеры граждане от 30 до 49 лет – 29%. До 90% заболевших переносят коронавирус в лёгкой форме.
 
«Рост отмечается в связи с тем, что сейчас продолжается сезон отпусков. Возвращаются отдыхающие, в том числе из зарубежных стран. По прибытии, если они не вакцинированы, то проходят ПЦР-диагностику и на данном этапе отмечается очень высокая выявляемость», - рассказала начальник отдела эпидемиологического надзора Управления Роспотребнадзора по Ульяновской области Диляра Хакимова. 
 
«С учётом сегодняшней ситуации поступили рекомендации от руководителя федерального Роспотребнадзора. Если в субъектах заболеваемость превышает на сто тысяч населения 50 человек и выше, то рекомендуется введение масочного режима. Ситуация по заболеваемости в Ульяновской области ещё относительно низкая. Итоги 31-й недели составляют на сто тысяч населения 35 случаев. Но если такими темпами будем прирастать, тогда во второй половине августа и на начало сентября, с учётом организации детских коллективов, мы выйдем на данный показатель», - заявила представитель регионального Роспотребнадзора.",1,2,0,686.0
135,2022-08-11 11:27:19,1531484,-40849079,-40849079,"BoA получила положительный тест на COVID-19.

#un_news",1,97,5,3449.0
144,2022-08-11 11:25:20,24661,-34588780,-34588780,"Коронавирус вновь показывает рост заболеваемости. За сутки заболели больше 220 человек. Такого не было с весны. 
https://ngs42.ru/text/health/2022/08/11/71560661/?utm_source=vk&utm_medium=social&utm_campaign=ngs42
 
Но и на этом наши коронавирусные новости не заканчиваются. С 1 по 8 августа в Кузбассе выявили больше заболевших омикроном, чем за целые июнь и июль: https://ngs42.ru/text/health/2022/08/10/71559818/?utm_source=vk&utm_medium=social&utm_campaign=ngs42",1,1,0,210.0
182,2022-08-11 11:20:00,454676,-30405123,-30405123,"💉 Сдайте кровь — получите отгул. Как стать донором?

15 августа в Коломне будет работать выездная бригада Московского областного центра крови. Тысячам пациентов регулярно требуется кровь для переливания, поэтому ваше участие может спасти кому-то жизнь. 
 
📍 Где и когда? 
15 августа с 10.00 до 13.00 в Конькобежном центре «Коломна». 
 
✅ Что можно: 
🔸в день донации взять отгул и еще один в течение года; 
🔸получить выплату в размере 884 рубля; 
🔸прийти без предварительной записи. 
 
✅ Кто может участвовать? 
Любой совершеннолетний гражданин РФ весом больше 50 кг. 
 
❗Важно
Если вы недавно сделали прививку от COVID-19, то после введения второго компонента вакцины должно пройти не менее 30 дней. Вакцинироваться можно будет только через неделю после сдачи крови. 
 
Не забудьте взять с собой паспорт.",10,29,62,9867.0
186,2022-08-11 11:19:02,7316,-144137960,-144137960,"Главное к утру 11 августа: 
1) Мертвых и раненых вырезали из груды металла. Массовое ДТП произошло на трассе в Нижегородской области 
Подробности: https://tarakann.ru/proisshestviya/mertvyh-i-ranenyh-vyrezali-iz-grudy-metalla-massovoe-dtp-proizoshlo-v-nizhegorodskoj-oblasti/ 
2) Невесту заживо сварили в кипятке перед свадьбой. Крики слышал весь дом 
Подробности: https://tarakann.ru/zhizn/nevestu-zazhivo-svarili-v-kipyatke-pered-svadboj-kriki-umirayushhej-slyshal-ves-dom/ 
3) Люди горели и разлагались заживо. Взрыв на атомной подводной лодке заразил радиацией огромный поселок 
Подробности: https://tarakann.ru/zhizn/lyudi-goreli-i-razlagalis-zazhivo-vzryv-na-atomnoj-podvodnoj-lodke-zarazil-radiacziej-ogromnyj-poselok/ 
4) В Китае появился новый страшный вирус в 15 раз смертельнее COVID-19 
Подробности: https://tarakann.ru/obshchestvo/vyzhivet-tolko-kazhdyj-chetvertyj-v-kitae-poyavilsya-novyj-strashnyj-virus-v-15-raz-smertonosnee-covid-19/",2,8,2,16839.0
215,2022-08-11 11:13:18,1240994,-75031742,-75031742,"Sn.kz: Қытайда жаңа вирус шықты: оны да жарқанаттар таратқан

Қытай ғалымдары жаңа генипавирусты анықтады, деп хабарлайды Skifnews.kz ақпараттық порталы REUTERS басылымына сілтеме жасап. 
 
Оған Ланье деген атау берілді. Қытайдың екі провинциясында аталмыш дертпен 35 адам ауырып жатыр. Бұл әзірге басы дейді мамандар. Генипавирустың симптомдары: 
 
- дене қызуының көтерілуі; 
- әлсіздік; 
- тершеңдік; 
- жөтел; 
- жүрек айну; 
- құсу; 
- тәбеттің жоғалуы; 
- бұлшық еттің сыздауы.
 
Қауіпті індеттің белгілері ротавирус, суық тию, улану және коронавирусқа қатты ұқсайды. Тіпті, шатастырып алуға болады. Бұл тек сыртқы ұқсастық. Ланье сонысымен де қауіпті дейді ғалымдар. Себебі, оны ең мықты дәрігерлердің өзі анықтай алмауы мүмкін. 
 
Қытайда пайда болған жаңа індетті COVID-19 сияқты жарқанаттар тасымалдайды. Алайда ғылым генипавирусты адамнан адамға жұқпауы керек дейді. Себебі, бұрын мұндай жағдай кездеспеген. 
 
Ресейдің вирустық инфекциялардың алдын алу және емдеу жөніндегі ғылыми-ақпараттық орталығының дәрігері Георгий Викулов: 
 
«Індет әлемге таралады деп қауіптену орынсыз. Бұл табиғи ошақтық вирус. Ол жануардан ғана жұғады. Адамнан адамға берілмейді», – деді.

https://sn.kz/sn-akparat-agyny/93978-kytaida-zhana-virus-shykty-ony-da-zharkanattar-taratkan",20,20,0,4129.0
216,2022-08-11 11:13:00,6411,-25445415,-25445415,"Надежда — чувство, которое сегодня многие утрачивают, потому что поводов для оптимизма становится меньше и меньше. Однако, по мнению психолога Дэвида Б. Фельдмана и онколога Бенджамина В. Корниса, надежда не равна слепому оптимизму и имеет совсем другие истоки и потенциал: это не пассивное чувство, а психологическая база для активности и возможности преобразовывать свою жизнь, какой бы мрачной ни была реальность. Перевели материал из Aeon, где специалисты рассказывают об исследованиях и ведущих теориях надежды, а также о том, из каких компонентов она состоит и что может дать нам.

Еще больше о надежде 👇

Статья впервые была опубликована на английском языке в журнале Aeon под заголовком «Hope is not optimism» 20 января 2022 года.",13,428,58,1684.0
225,2022-08-11 11:10:19,6303,-144082654,-144082654,"Главное к утру 11 августа: 
1) Трагедия в сторону Большого Мурашкина. Мертвых и раненых вырезали из груды металла после массового ДТП с участием легковушек и фуры 
Подробности: https://tarakann.ru/proisshestviya/mertvyh-i-ranenyh-vyrezali-iz-grudy-metalla-massovoe-dtp-proizoshlo-v-nizhegorodskoj-oblasti/ 
2) Невесту заживо сварили в кипятке перед свадьбой. Крики слышал весь дом 
Подробности: https://tarakann.ru/zhizn/nevestu-zazhivo-svarili-v-kipyatke-pered-svadboj-kriki-umirayushhej-slyshal-ves-dom/ 
3) Люди горели и разлагались заживо. Взрыв на атомной подводной лодке заразил радиацией огромный поселок 
Подробности: https://tarakann.ru/zhizn/lyudi-goreli-i-razlagalis-zazhivo-vzryv-na-atomnoj-podvodnoj-lodke-zarazil-radiacziej-ogromnyj-poselok/ 
4) В Китае появился новый страшный вирус в 15 раз смертельнее COVID-19 
Подробности: https://tarakann.ru/obshchestvo/vyzhivet-tolko-kazhdyj-chetvertyj-v-kitae-poyavilsya-novyj-strashnyj-virus-v-15-raz-smertonosnee-covid-19/",1,4,1,7516.0
228,2022-08-11 11:10:00,8804,-196716535,-196716535,"📰 В Томской области ухудшается эпидситуация — за последнюю неделю заболеваемость COVID-19 выросла на 51%, сообщает администрация региона.",5,21,3,3136.0
232,2022-08-11 11:09:00,6998,-144070259,-144070259,"Главное к утру 11 августа: 
1) Трагедия в сторону Большого Мурашкина. Мертвых и раненых вырезали из груды металла после массового ДТП с участием легковушек и фуры 
Подробности: https://tarakann.ru/proisshestviya/mertvyh-i-ranenyh-vyrezali-iz-grudy-metalla-massovoe-dtp-proizoshlo-v-nizhegorodskoj-oblasti/ 
2) Невесту заживо сварили в кипятке перед свадьбой. Крики слышал весь дом 
Подробности: https://tarakann.ru/zhizn/nevestu-zazhivo-svarili-v-kipyatke-pered-svadboj-kriki-umirayushhej-slyshal-ves-dom/ 
3) Люди горели и разлагались заживо. Взрыв на атомной подводной лодке заразил радиацией огромный поселок 
Подробности: https://tarakann.ru/zhizn/lyudi-goreli-i-razlagalis-zazhivo-vzryv-na-atomnoj-podvodnoj-lodke-zarazil-radiacziej-ogromnyj-poselok/ 
4) В Китае появился новый страшный вирус в 15 раз смертельнее COVID-19 
Подробности: https://tarakann.ru/obshchestvo/vyzhivet-tolko-kazhdyj-chetvertyj-v-kitae-poyavilsya-novyj-strashnyj-virus-v-15-raz-smertonosnee-covid-19/",1,15,13,18925.0
248,2022-08-11 11:03:53,6662,-144067385,-144067385,"Главное к утру 11 августа: 
1) Трагедия в Большом Мурашкино. Мертвых и раненых вырезали из груды металла после массового ДТП с участием легковушек и фуры 
Подробности: https://tarakann.ru/proisshestviya/mertvyh-i-ranenyh-vyrezali-iz-grudy-metalla-massovoe-dtp-proizoshlo-v-nizhegorodskoj-oblasti/ 
2) Невесту заживо сварили в кипятке перед свадьбой. Крики слышал весь дом 
Подробности: https://tarakann.ru/zhizn/nevestu-zazhivo-svarili-v-kipyatke-pered-svadboj-kriki-umirayushhej-slyshal-ves-dom/ 
3) Люди горели и разлагались заживо. Взрыв на атомной подводной лодке заразил радиацией огромный поселок 
Подробности: https://tarakann.ru/zhizn/lyudi-goreli-i-razlagalis-zazhivo-vzryv-na-atomnoj-podvodnoj-lodke-zarazil-radiacziej-ogromnyj-poselok/ 
4) В Китае появился новый страшный вирус в 15 раз смертельнее COVID-19 
Подробности: https://tarakann.ru/obshchestvo/vyzhivet-tolko-kazhdyj-chetvertyj-v-kitae-poyavilsya-novyj-strashnyj-virus-v-15-raz-smertonosnee-covid-19/",2,6,4,11137.0
257,2022-08-11 11:00:01,11381,-14970278,-14970278,"""Для меня AIESEC - это возможность чувствовать себя неотъемлемой частью мирового сообщества, совершать вклад в решение глобальных вопросов, при этом постоянно развиваясь в кругу единомышленников. 
Здесь не всегда просто, готовых решений нет - но именно это позволяет почувствовать себя таким же lifechanger-ом, какими были люди, когда-то стоявшие у истоков нашей организации."" 

Своей захватывающей историей поделилась наша прекрасная выпускница [id96922636|Лейсан Шарафутдинова] ⭐

Пора брать новый опыт и менять жизнь к лучшему, оставляй заявку и наши менеджеры ответят на все вопросы 👇🏻
 http://bit.ly/join_aiesec_russia

vk.com/@aiesecufa-tot-opyt-kotoryi-stoit-prozhit",2,34,1,986.0
258,2022-08-11 11:00:01,42171,-125107568,-125107568,"Эпидобстановка по COVID-19 в Крыму нестабильная, жителям и гостям полуострова рекомендуют носить в местах массового скопления людей средства индивидуальной защиты. Об этом сообщили в пресс-службе минздрава региона.

""Эпидемическая ситуация по коронавирусной инфекции на территории Республики Крым остается нестабильной. С целью сохранения здоровья жителям и гостям полуострова рекомендуется использовать средства индивидуальной защиты в местах массового скопления людей"", - говорится в сообщении в Telegram-канале ведомства.

В минздраве напомнили, что в медучреждениях региона действует строгий противоэпидемический режим, связанный с распространением COVID-19. Всем гражданам рекомендуют своевременно пройти ревакцинацию.

На территории Республики Крым вторую неделю растет заболеваемость коронавирусом, за последние сутки зарегистрирован 201 случай коронавирусной инфекции. Всего с начала пандемии выявлено 186 902 положительных на COVID-19.",4,7,2,1383.0
259,2022-08-11 11:00:01,1644938,-32205256,-32205256,"💉Ревакцинация — это повторная прививка. Ее делают для восстановления прежнего уровня защиты против инфекции, ведь со временем иммунная защита от инфекции, выработанная организмом в результате действия вакцины снижается. 
 
🗓Ревакцинацию лучше делать через полгода. 
💉Наиболее оптимальным вариантом является повторная прививка вакцинами ""Спутник Лайт"" или ""Гам-Ковид-вак"". 

✔Ревакцинация от COVID-19 сдерживает распространение болезни и таким образом защищают тех, у кого иммунитет слабее (пожилые, онкопациенты и другие люди с ослабленным здоровьем). 
Вакцинируйся - спаси жизнь!",4,11,5,6460.0
260,2022-08-11 11:00:02,82576,-189165090,-189165090,"В Городском округе Коломна наблюдается увеличение темпа прироста выявленных случаев COVID-19. 

На протяжении последних двух месяцев ситуация оставалась стабильной. С конца июля наблюдается рост заболевших. #озеры",7,5,1,1792.0
261,2022-08-11 11:00:01,2004005,-37169648,-37169648,"Доброе утро, петербуржцы!

Петербуржцам предлагают 55 тысяч рублей за испытание назальной вакцины от COVID-19.

На добровольцах испытают препарат GNR-099. Принять участие в испытаниях могут граждане РФ в возрасте от 18 до 60 лет, которые не болели коронавирусом и не прививались от него последние полгода.

Кто готов принять участие в испытании вакцины?",352,342,1421,141815.0
263,2022-08-11 11:00:00,943135,-98443963,-98443963,"Первая группа из 125 туристов, которые оказались в затруднительном положении ввиду выявления новых кластерных случаев заражения COVID-19 в городе Санья, вылетели домой.
https://russian.news.cn/20220810/d1e540c8dab74b908e1b4af5dd32ed5b/c.html",24,96,2,15476.0
